product_id,sku,category,id,group,name,hidden
125,folded_businesscards-14pt+matte/satin-aq,Business card,62,quantity,25000,0
125,folded_businesscards-14pt+matte/satin-aq,Business card,135,Bindery,Score,0
125,folded_businesscards-14pt+matte/satin-aq,Business card,190,stock,14PT Printed 2 Side,0
125,folded_businesscards-14pt+matte/satin-aq,Business card,454,size,3.5 x 4,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,3,Coating,Uncoated,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,5,quantity,50,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,6,quantity,75,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,7,quantity,100,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,9,quantity,250,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,12,quantity,500,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,13,quantity,750,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,14,quantity,1000,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,18,Turnaround,4 - 5 Business Days,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,22,quantity,2500,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,23,quantity,5000,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,25,quantity,10000,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,60,quantity,15000,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,61,quantity,20000,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,62,quantity,25000,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,105,quantity,25,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,135,Bindery,Score,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,146,stock,13PT Enviro Printed 1 Side,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,454,size,3.5 x 4,0
126,folded_businesscards-13pt-enviro-uncoated,Business card,455,stock,13PT Enviro Printed 2 Side,0
